,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
"('Arsenic trioxide', 'Romidepsin')",-182.860108,-159.875926,-204.8809573,-276.132644,-137.68062,-125.288048,-160.9203533,-273.32983,-159.73568,-233.7445373,-311.1366,-200.5086233,-96.025282,-190.869216,-143.8778227,-218.872088,-133.0806427,-180.4978347,-224.831048,-151.516784,-159.3281387,-23.190948,-264.566776,-207.213852,-180.84658,-162.8868853,-245.3421987,-93.30829,-162.78872,-299.791508,-178.9829687,-270.551702,-162.648402,-147.16328,-193.329006,-117.289532,-193.6035547,-253.76132,-195.90184,-174.567512,-185.8939667,-148.904946,-152.7974573,-138.3686933,-196.0739153,-220.0076433,-152.0017,-121.586834,-251.237844,-179.0122667,-165.60724,-167.650376,-103.85857,-163.1271793,-199.3257327,-263.52192,-82.6269,-164.53398,-148.5727273,-128.96386
"('2-Fluoro Ara-A', 'Vandetanib')",-271.4355142,-241.7895035,-293.2268399,-223.6585022,-281.1365083,-171.9005041,-205.4357,-279.791992,-235.2301265,-258.9010105,-266.7944972,-312.1505417,-301.4255794,-422.9148674,-257.7253627,-219.4349458,-255.839492,-299.2608547,-147.3579201,-197.7919635,-297.081911,-315.1094,-318.2953474,-296.0440752,-294.4071216,-280.4697539,-281.9200535,-275.6975752,-93.34644036,-293.4616574,-244.0841896,-171.1277683,-236.6104276,-237.9333607,-209.41633,-288.3997518,-287.3090344,-272.4260945,-236.1274011,-249.0449647,-199.5069912,-285.6885092,-249.9585328,-325.8395022,-310.7855814,-293.2902987,-274.3238876,-293.4147857,-229.689135,-210.590403,-228.0031629,-259.9365489,-378.2974354,-300.8620367,-235.965168,-219.5953686,-309.0823816,-300.9835652,-287.8969946,-248.9345818
"('Methoxsalen', 'Vandetanib')",-280.6583278,-230.2076232,-290.3851247,-316.5895803,-212.9657019,-269.5240979,-249.6802526,-208.8854901,-237.6368348,-267.2492155,-230.0658611,-308.6072818,-263.3811165,-223.1846078,-301.1609744,-254.0492926,-234.9304028,-253.5299077,-157.841199,-212.3497776,-293.2652404,-242.9964617,-304.444324,-249.3684859,-272.2660244,-300.8732928,-235.5244204,-264.7674946,-227.3837654,-253.5936177,-285.6068704,-231.3590812,-298.5272634,-236.2793706,-284.1162784,-275.916074,-275.92484,-245.9170855,-263.5697742,-264.3105338,-187.2784236,-333.5002026,-254.4624368,-311.2204073,-288.4524593,-243.0090375,-236.5527225,-196.142022,-227.5796955,-258.6941764,-316.3831461,-253.3562205,-338.4925465,-294.1852501,-260.2225445,-225.454215,-308.7073096,-303.3352203,-280.2372575,-217.6650641
"('Arsenic trioxide', 'Erlotinib hydrochloride')",-169.0672,-107.8875707,-180.8119813,-213.999122,-111.121618,-90.87570133,-177.3907747,-168.0215267,-143.15023,-162.958962,-212.7048967,-116.843684,-217.1131473,-103.16444,-121.1557067,-177.48717,-186.024884,-149.7453593,-135.181492,-178.865916,-237.659164,17.833966,-267.681396,-111.468,-158.918524,-221.87368,-199.04879,-168.986608,-169.6089433,-276.681318,-208.458032,-169.7862827,-129.629242,-76.93939533,-188.097184,-90.653344,-166.883188,-129.4244967,-201.35162,-187.6648533,-78.24814933,-139.3228627,-128.88618,-170.198156,-211.741136,-107.0751547,-130.62456,-166.96128,-247.991572,-181.1232333,-136.1565173,-129.3270213,-135.660128,-194.9610267,-113.009328,-158.551344,-32.26117333,-157.5496713,-152.747424,-242.7196267
"('2-Fluoro Ara-A', 'Daunorubicin hydrochloride')",-243.5854539,-269.1399916,-247.22223,-195.2090421,-250.5470763,-203.3480849,-126.9024881,-214.2343719,-274.6186681,-252.8496532,-197.9217901,-241.1393055,-262.7221591,-182.7143214,-236.9917017,-200.8737848,-249.5968783,-264.31023,-218.3218093,-216.3621413,-341.1454671,-236.4411577,-234.3427211,-172.0002491,-190.5398724,-219.2035565,-216.0400226,-249.5762529,-88.87483747,-235.9445017,-217.3718348,-294.854004,-189.3310648,-202.38583,-222.5467195,-218.4988999,-296.4301864,-237.8496805,-224.2900985,-244.4868851,-102.3813462,-289.83154,-212.4629229,-245.7736043,-160.803084,-245.3087075,-213.45425,-125.0052071,-269.4984088,-232.4372477,-192.2363472,-292.0459358,-135.0937428,-218.8165197,-252.1361362,-234.6185591,-248.5077124,-251.7570502,-258.9563082,-271.5152937
"('Methoxsalen', 'Daunorubicin hydrochloride')",-261.5639494,-251.6884228,-242.2133682,-219.728628,-265.6670485,-288.7293307,-208.8076,-216.372023,-219.2727066,-319.9011558,-212.43123,-228.4080052,-287.486477,-146.5398957,-241.2397902,-270.7469772,-246.5317105,-224.454416,-237.7964261,-225.9450474,-295.9780807,-246.7385107,-273.546986,-254.428433,-238.3974063,-243.844418,-250.2077174,-245.1066908,-169.3417843,-244.9915866,-181.9909876,-255.7350267,-210.5523035,-208.0922053,-246.5665423,-240.1189684,-290.4950803,-265.0013661,-221.6299152,-253.8599679,-68.92437629,-243.4044173,-290.9479438,-242.4729296,-209.1921843,-227.1193237,-242.3085716,-195.8933497,-277.3667722,-225.2041313,-264.5348684,-215.3537812,-95.78633198,-216.880832,-213.3942042,-216.2819653,-239.1129386,-269.9529977,-246.4157046,-270.225413
"('2-Fluoro Ara-A', 'Vismodegib')",-253.8351055,-296.1059367,-283.7923705,-273.2055455,-270.4249286,-328.4672693,-219.6489796,-353.8245527,-297.5200192,-323.8230823,-189.9672734,-264.2679854,-298.3563815,-390.9719486,-258.888937,-278.021825,-326.7423085,-310.8123752,-313.6312213,-296.9638388,-222.7450531,-192.4031317,-296.2288487,-263.9724143,-243.4553284,-282.2572814,-323.7669638,-269.847385,-220.559349,-287.0579773,-276.4345075,-267.5524278,-247.5513145,-279.7331079,-232.227176,-302.9742474,-310.0192566,-263.3856239,-238.0254574,-254.8099925,-215.6698762,-261.6486757,-193.882875,-309.7656036,-318.2731284,-282.6102941,-263.9103678,-262.1907683,-282.865782,-268.8469283,-293.3566126,-288.3382551,-223.1872819,-289.96624,-240.2708043,-265.9710543,-309.3674937,-303.0717966,-307.9439139,-102.1004603
"('Methoxsalen', 'Vismodegib')",-272.9906893,-265.8633061,-305.979717,-269.6310615,-252.5549683,-371.8134272,-246.7866329,-238.3706115,-253.2801812,-329.1558651,-246.1247622,-326.8614243,-266.4356792,-173.0169564,-287.2312921,-250.1759894,-206.7030235,-222.0218404,-306.6528933,-295.7179184,-195.9437271,-258.334436,-294.739004,-269.7686116,-251.9485297,-265.3866017,-234.043308,-255.7531237,-299.6208251,-272.3989065,-280.8624441,-278.0536528,-319.7114915,-252.5230198,-292.8795223,-311.7964104,-281.8595706,-244.7338174,-295.2717482,-335.7122124,-201.038054,-330.3691501,-235.3332706,-327.3147016,-315.0416783,-240.7989919,-233.0302922,-185.3347625,-292.8474208,-251.3109474,-290.714245,-313.4247309,-226.5260115,-307.035203,-256.741702,-277.0080542,-288.5383128,-297.5551594,-314.6097624,-220.2212788
"('2-Fluoro Ara-A', 'Lenalidomide')",-298.7048188,-291.0746374,-273.7296324,-277.0819953,-276.136448,-331.0600834,-156.4279627,-260.6689093,-269.1856573,-265.0693567,-276.4849987,-307.7799812,-278.9670284,-231.51759,-263.3287082,-282.3988256,-281.0115931,-285.696484,-275.2666667,-270.3184795,-552.3747667,-266.7351209,-288.5041785,-233.6283653,-294.5312527,-283.3434641,-287.7515769,-283.1682745,-368.5348145,-305.0919708,-296.4326968,-317.9472491,-282.1053269,-283.3155817,-212.0047707,-292.9167594,-343.0341226,-293.7317561,-220.2597514,-248.8817306,-120.2056829,-319.0941633,-203.1448032,-287.7775335,-302.8762166,-276.7380352,-277.0781363,-260.243375,-310.7901081,-225.0549222,-241.9265885,-261.3138313,-264.8018166,-268.8949534,-291.4016985,-292.1273139,-269.7218251,-316.5952982,-282.4501061,-350.9058967
"('Arsenic trioxide', 'Fulvestrant')",-183.09464,-134.9659387,-197.6633453,-271.049612,-134.8556453,-166.2558187,-163.679518,-151.57232,-89.058132,-190.976628,-261.2824433,-146.4823667,-197.290296,-47.758244,20.44395467,-200.516268,-126.873416,-150.6210027,-148.1589693,-165.233112,-219.86452,-16.749166,-238.493656,-81.74272,-149.111474,-235.687248,-213.7041473,-221.9278347,-157.929378,-249.328156,-150.609064,-254.8893333,-144.713044,-45.03292,-148.8896,-116.595066,-191.334848,-108.62371,-239.6333027,-176.953616,-35.56868267,-144.6913933,-148.1400367,-258.1054733,-134.344792,15.70669133,-204.83704,-92.33642733,-222.1663787,-179.8206,-95.08024,-109.2260433,-108.034928,-132.030192,-129.6120573,-226.42816,32.34236267,-63.28021333,-178.125392,-139.1471467
"('2-Fluoro Ara-A', 'Uracil mustard')",-242.5428951,-262.0529511,-257.1345563,-175.6708367,-233.2564045,-209.757158,-76.59928193,-219.8980409,-343.4196369,-301.6861991,-259.6062807,-214.1823497,-232.4672764,-69.73186156,-167.1474792,-225.0305684,-295.9942464,-223.614594,-206.2126413,-219.9735285,-318.0008546,-220.5023577,-278.1040206,-261.541915,-196.3659284,-209.8874563,-281.6505532,-169.961168,-78.42814433,-220.3923707,-226.9111188,-325.3310614,-206.5491172,-224.0308394,-190.8028409,-243.9356609,-283.425349,-248.7634713,-163.0197804,-281.663484,-155.9661059,-155.1866558,-214.8856477,-210.0849848,-227.288186,-279.541346,-242.1317738,-225.6168175,-287.2544203,-171.2942667,-221.8651006,-220.4584634,-55.94132262,-217.1162451,-259.3098294,-261.9158593,-246.4045063,-257.3487098,-261.6641481,-240.120821
"('2-Fluoro Ara-A', 'Dacarbazine')",-302.5560611,-325.9696161,-306.9098625,-245.2794526,-304.0504933,-292.6129371,-196.8812129,-254.3656374,-291.2091596,-316.8984013,-252.5581099,-302.3118073,-311.222798,-272.7008728,-273.9470701,-311.1896676,-246.3429892,-325.350278,-273.5031147,-226.2943914,-249.3104098,-197.3526031,-282.8605266,-270.9328244,-295.4036845,-298.3920786,-263.9075866,-330.1263743,-199.7172974,-281.502908,-284.2729628,-271.4540573,-260.8808034,-294.5381312,-261.0556306,-292.0832577,-308.2315463,-321.3898289,-265.094125,-298.8604644,-160.6456539,-320.6689467,-263.4236422,-293.888772,-281.6070317,-278.7366291,-293.2484227,-282.5072303,-309.1197367,-251.8433578,-297.9752893,-332.4341257,-283.0425547,-312.6634735,-318.8633695,-305.6481151,-268.498686,-317.3617494,-300.5381526,-234.3217497
"('2-Fluoro Ara-A', 'Lomustine')",-256.4025824,-299.3164204,-272.7841451,-271.4562952,-210.4008024,-269.3983718,-126.6934955,-245.4264938,-274.8068562,-253.5441385,-243.2656507,-216.0294658,-236.9878137,-205.095436,-239.7636368,-233.7307836,-275.1264482,-289.128338,-212.4275413,-219.1482262,-361.91235,-228.0103412,-297.7257498,-220.0035883,-289.8643703,-213.7787343,-285.5376203,-228.4581491,-146.1835739,-206.0980292,-232.7110852,-278.0349072,-269.2475273,-227.1547359,-220.6574016,-253.2518013,-286.8624013,-292.5234112,-218.8428442,-282.0150532,-83.20320764,-149.078915,-205.510241,-203.7895695,-191.7270548,-228.7577428,-239.2589792,-195.4288819,-300.2391958,-215.7883329,-198.067391,-234.4928096,-72.96790344,-218.5358271,-276.6547248,-257.1896232,-234.3711085,-315.128375,-260.1706889,-250.81902
"('Methoxsalen', 'Uracil mustard')",-216.6050818,-277.7122669,-257.431389,-198.288118,-265.80091,-198.4343008,-209.7586167,-235.3003701,-275.8053756,-318.344768,-325.0145533,-201.1052808,-217.8477285,-196.1733534,-208.296725,-215.2293456,-261.7898086,-262.4862224,-194.9004685,-251.6537488,-281.9616428,-243.0503444,-252.4429211,-251.1005114,-258.1999951,-242.6542394,-334.9574691,-239.3901915,-160.5107831,-274.6332575,-231.6577481,-220.7589581,-212.4982831,-252.2774062,-238.2415135,-268.882266,-299.1796031,-296.6591372,-319.099381,-262.6314407,-264.8384687,-254.738866,-247.60865,-244.5982238,-242.8986687,-334.767166,-266.6404459,-288.2522937,-272.8734923,-236.760148,-337.9973774,-263.1110941,-149.4891506,-238.3159316,-229.3135968,-276.0214027,-255.6980434,-282.7293127,-214.1521704,-265.1889376
"('Methoxsalen', 'Dacarbazine')",-323.2121692,-310.2630809,-292.962227,-277.5802226,-329.025762,-319.4545937,-264.6355267,-280.7827157,-293.55979,-322.7515218,-294.0529933,-308.1214386,-298.2789777,-215.3369387,-327.4917436,-344.1289103,-289.8863616,-298.0901248,-258.5048769,-263.173169,-240.145792,-231.9597594,-355.517388,-332.4313503,-312.8663941,-264.2546854,-333.7366701,-362.5632901,-199.9802555,-350.2132182,-326.8096862,-356.9142315,-288.2514604,-306.5151058,-291.9650133,-340.7532164,-322.296891,-270.2137481,-325.2992815,-298.5026316,-219.6883924,-330.7307972,-353.7806687,-332.3894409,-312.0812015,-336.5159874,-324.2453278,-254.7673716,-336.089724,-304.14541,-485.2713022,-312.9062785,-301.4477787,-301.7285898,-280.7091066,-298.1960816,-280.5717103,-303.067251,-349.0860664,-260.0638594
"('Arsenic trioxide', 'Oxaliplatin')",-156.676772,-76.219976,-231.2346473,-202.452512,-206.385374,-135.547228,-94.381216,-121.1892267,-152.9269067,-173.9318853,-111.558544,-93.30766333,-103.2480467,25.297084,-142.6156473,-184.4729967,-164.7667,-104.2268,-129.5046667,-99.601404,-203.0882907,6.7534,-262.458064,-111.4347847,-142.5922267,-188.93096,-259.737512,-159.245174,22.237664,-237.606832,-81.17172,-287.3500333,-231.83968,-76.61299733,-101.04404,-84.00073667,-167.288334,-117.9606947,-182.579646,-192.50334,3.69928,-189.5291627,-144.307384,-209.5196753,-231.034394,-148.1819533,-128.6062927,-63.41149267,-275.1404133,-154.7543667,-175.3351,-105.013428,-42.35079667,-137.2151053,-101.554564,-202.09377,-93.48828,-217.3516667,-171.052108,-281.57103
"('2-Fluoro Ara-A', 'Mitoxantrone')",-127.7575455,-165.3642211,-148.6337751,-21.49739545,-191.238036,-114.7251371,-27.24527333,-201.7040368,-106.3133997,-171.9782385,-184.2417772,-184.5134938,-187.5481471,-21.86946353,-85.93747183,-92.6222426,-169.2797131,-199.493454,-160.3047253,-160.1337621,-340.8547154,-126.895269,-139.3329925,-116.8875976,-196.8474013,-168.8971634,-183.0591814,-172.9653544,28.17019569,-115.5116075,-97.00411241,-212.5975396,-117.882805,-87.15945632,-192.2643547,-184.0197684,-243.2886481,-227.4826237,-163.9537667,-238.6047665,-23.96331752,-153.3248492,-137.3927773,-149.1911761,-132.3109948,-136.103538,-150.8008867,-143.8973755,-112.246457,-69.83334968,-24.0474352,-95.12559796,12.84263128,-177.5396055,-199.6553686,-128.5248853,-93.09428451,-300.7620573,-160.1829576,-211.2819403
"('2-Fluoro Ara-A', 'Cabazitaxel')",-45.09595311,-124.6062248,-91.3019819,-143.3975055,-88.88452051,-94.71583272,-87.96996072,-147.0951747,-129.3646185,-226.4791089,-65.24126464,-48.1419502,-94.83528032,-117.7496203,-116.9855378,-161.6543977,-63.756996,-70.56338931,-139.5311822,-169.2057866,-165.56821,-220.681701,-102.3548346,-232.4155305,-59.00102578,-141.8491661,-110.0628128,-81.54530412,21.49220736,-161.6694633,-216.0868425,-182.0547647,-103.6343118,-100.6725282,-219.116415,-149.3904695,-238.7240478,-90.46855752,-77.68267066,-188.7479705,-24.74452048,-81.59471718,-156.7740311,-186.4452753,-124.8198596,-97.22027017,-129.5838255,-83.25376985,-131.658717,-119.9704347,-131.4460494,-138.9583595,-84.9858923,-144.5951067,-108.2234739,-140.8518205,-148.4804752,-171.992204,-128.3471717,-191.2405595
"('Arsenic trioxide', 'pralatrexate')",-192.809366,-108.683722,-199.309392,-269.985016,-72.15442,-172.096076,-144.9679467,-186.2568233,-159.03296,-193.1733413,-222.66008,-210.2504467,-129.9380093,-102.25192,-82.51698267,-189.86781,-165.4459333,-136.4493707,-189.191052,-93.256928,-261.195328,56.485948,-264.8458,-210.845192,-175.0316127,-189.8366407,-218.3577813,-203.9968593,-140.76706,-319.016768,-183.135572,-269.112904,-163.189932,-121.054816,-149.056922,-107.2585147,-183.2018347,-208.14562,-207.823206,-106.852434,-125.10325,-133.5551307,-112.24074,-167.0552267,-87.29138133,-134.6223,-98.51915,-84.399092,-251.897724,-181.2066267,-75.71038,-200.01168,-100.55761,-82.827966,-183.661142,-226.48056,-116.618252,-163.8592667,-142.806816,-146.068508
"('Arsenic trioxide', 'Tamoxifen citrate')",-168.871358,-191.48304,-240.07463,-233.768128,-69.164804,-137.9144533,-159.718352,-193.5542853,-179.3818933,-184.5486853,-218.945504,-146.7266867,-150.561116,-18.780392,-85.36163667,-192.4480833,-142.7193,-168.592208,-192.0032,-133.470384,-215.4697253,28.62272,-251.1186933,-182.516936,-129.31967,-239.122528,-204.559576,-109.97088,-135.8322,-260.937412,-232.91636,-250.3245667,-177.21592,-130.6320267,-164.04518,-121.986466,-157.748206,-113.7096593,-208.493286,-181.2614493,-111.781216,-157.2769827,-188.2179533,-122.6703273,-184.470274,-348.1586,-149.4362207,-175.6684053,-228.0896733,-189.8532867,-203.73435,-163.247872,-161.4368707,-207.458876,-120.764524,-213.29271,-320.9686113,-170.6878933,-183.8601513,-235.23713
"('Everolimus', 'Chlorambucil')",-185.9562026,-200.704456,-163.380372,-116.6588081,-132.7391826,-180.9654222,-97.18846293,-206.4841337,-197.307154,-165.6598978,-250.8150991,-210.9606261,-241.8093592,-70.36413856,-147.1951805,-184.6423851,-206.4846902,-208.4861706,-181.6996492,-229.6049588,-330.6992414,-164.3709705,-185.5679703,-147.6725205,-135.9447528,-182.0273591,-239.5695278,-11.50302912,-109.8672957,-249.0047027,-119.4800366,-273.9938913,-215.3479468,-161.9523192,-195.9552795,-244.9439445,-187.8437296,-224.4727603,-166.9774162,-212.1869355,-47.57708428,-135.7296881,-159.957114,-107.3758706,-126.006636,-153.1237611,-190.7357488,-78.13493596,-157.518886,-152.224442,-133.7078288,-126.308806,176.1319127,-258.6076513,-174.9077087,-217.5244186,-219.0107518,-268.8418525,-186.8602004,-190.1955405
"('Everolimus', 'Exemestane')",-206.1351309,-130.0988309,-154.4573702,-138.9788789,-101.4578392,-175.7479904,-140.4643168,-115.7981063,-157.6624429,-125.0697597,-221.8896004,-199.8054309,-202.8811347,-140.7059718,-150.2274955,-169.2313754,-128.8094787,-167.738052,-116.0298258,-181.3952416,-199.0180025,-213.4455306,-195.8637783,-129.3248709,-158.5302792,-141.7519142,-188.5719654,-107.6187778,-124.5243503,-197.2232093,-159.4454995,-171.0256371,-198.0079743,-147.1798026,-196.7038853,-140.3172249,-171.7141186,-119.2287406,-45.39175139,-152.4519356,-44.9122435,-155.0134481,-146.0487332,-120.5773232,-170.7947007,-278.2701126,-86.58991064,-11.7016006,-145.9825915,-147.5857946,-125.2840259,-64.37903488,-56.91170927,-257.8240261,-219.1550347,-159.9338278,-196.0245615,-180.5075657,-110.0134079,-177.9212501
"('Everolimus', 'Gefitinib')",-161.3566201,-110.5738458,-161.9398122,-112.0561122,-120.0585498,-123.8420211,-206.8741296,-151.4594203,-122.2868146,-115.6429817,-207.4355924,-250.7327728,-179.6322927,-195.7877184,-187.7883119,-151.0555375,-130.8101978,-198.4338244,10.27792928,-199.0036069,-296.5716565,-193.7412433,-232.2951096,-2.15324772,-196.041817,-240.78541,-247.6070348,-99.14241616,-136.606415,-164.651364,-182.2857599,-51.4246578,-235.3785458,-75.13726433,-179.9521131,-146.511882,-98.22575704,-167.4722627,-141.3747085,-181.4652354,-33.127896,-74.30462239,-211.0737097,-140.2155335,-199.0348747,-243.6504603,-189.7862166,-109.6018137,-129.0898163,-163.266771,-201.3111013,-151.3018869,54.91864153,-234.0515243,-168.5290452,-105.2457267,-201.3741042,-244.0531011,-189.0906624,-180.9443702
"('Everolimus', 'Thioguanine')",-208.8597015,-220.7124681,-161.6625391,-151.2499365,-156.5744838,-162.5714063,-119.0412941,-227.7123478,-189.3625551,-246.3301098,-226.9997715,-188.7962275,-186.2221369,-161.9870778,-159.6665917,-248.0746527,-167.0042714,-163.4935716,-141.1245351,-198.5710695,-314.4644914,-107.0678621,-229.3176598,-127.0560979,-179.8261311,-216.7008841,-243.0580086,-174.5867299,-155.8659582,-218.4250332,-204.7442494,-217.9161524,-161.376282,-196.6716596,-232.1163685,-265.1499915,-208.5036059,-208.8948507,-164.939418,-163.8356563,-121.1079373,-187.493552,-255.8082099,-157.3655227,-228.8506135,-320.0903913,-232.1953615,-162.5582751,-191.7959304,-226.6076277,-189.0017876,-228.4171455,3.874555533,-280.4666391,-171.5294875,-202.0874086,-177.1467887,-268.0356773,-231.2548524,-139.0004779
"('Everolimus', 'Melphalan')",-199.6822307,-223.4924478,-203.9402957,-123.539623,-180.7044268,-195.4709208,-76.49037013,-196.0687332,-226.6369349,-187.4321846,-242.7786521,-249.793507,-220.6847505,-90.58988944,-192.2812932,-211.2158535,-207.1060586,-215.8141978,-167.7124822,-212.2500812,-318.6240039,-185.757974,-243.3505151,-141.3489875,-131.2718081,-215.9593985,-241.3391566,-146.3966299,-109.368485,-211.1987477,-180.1942971,-258.8176859,-212.134054,-176.3820258,-262.0472118,-247.5967719,-223.0477478,-247.0275459,-194.6740151,-197.6753394,-108.2770572,-149.0543053,-189.4618386,-143.0946364,-209.2742261,-278.3952481,-205.5242153,-123.4038888,-153.9336168,-163.4697676,-191.374366,-198.4600092,176.3524562,-224.6231098,-195.9471743,-231.301487,-235.0399591,-294.552411,-172.5109699,-203.7492891
"('Everolimus', 'Teniposide')",-144.6005975,-123.0323504,-114.7673579,-63.7819506,-70.7554342,-132.3899335,14.31307067,-107.5072567,-141.0738866,-116.5001492,-232.0980882,-149.771656,-162.8681977,16.49241664,-76.44841215,-87.68179545,-155.2344349,-196.1002214,-133.3783818,-137.8984995,-221.6003391,-127.5149549,-186.4663708,-120.4856938,-110.7579909,-172.6704684,-306.4022417,-114.7335709,38.85497035,-179.8661126,-82.21651381,-198.2272506,-88.49349333,-150.090379,-258.8727819,-233.2461034,-208.5471631,-212.1775649,-187.9169143,-199.7619908,-36.71566458,-152.7188255,-127.8585727,-101.8538098,-156.9140486,-42.19824357,-151.2630377,-53.72550864,-131.9157015,-103.257849,-63.23525919,-111.8591349,126.1662434,-136.3234653,-108.5235455,-155.5831472,-120.3021252,-282.8219171,-120.7913048,-190.2873434
